"species","countries"
"Idiurus_macrotis","CIV, CMR, COD, GHA, GNQ, LBR, NGA, RWA"
"Idiurus_zenkeri","CAF, CMR, COD, COG, GNQ, RWA, UGA"
"Iomys_horsfieldii","BRN, IDN, MYS, SGP"
"Iomys_sipora","IDN"
"Irenomys_tarsalis","ARG, CHL"
"Isothrix_barbarabrownae","PER"
"Isothrix_bistriata","BOL, BRA, COL, ECU, PER"
"Isothrix_negrensis","BRA, COL, VEN"
"Isothrix_orinoci","BRA, COL, VEN"
"Isothrix_pagurus","BRA"
"Isothrix_sinnamariensis","BRA, GUF, GUY, SUR"
"Isthmomys_flavidus","PAN"
"Isthmomys_pirrensis","COL, PAN"
"Jaculus_blanfordi","AFG, IRN, PAK, TJK, TKM, UZB"
"Jaculus_jaculus","ARE, BFA, BHR, DJI, DZA, EGY, ERI, ESH, ETH, IRN, IRQ, ISR, JOR, KWT, LBY, MAR, MLI, MRT, NER, NGA, OMN, PSE, QAT, SAU, SDN, SEN, SOM, SYR, TUN, YEM"
"Jaculus_orientalis","DZA, EGY, ESP, ISR, LBY, MAR, PSE, TUN"
"Juliomys_pictipes","ARG, BRA, PRY"
"Juliomys_rimofrons","BRA"
"Juscelinomys_huanchacae","BOL, BRA"
"Kadarsanomys_sodyi","IDN"
"Kannabateomys_amblyonyx","ARG, BRA, PRY"
"Kerodon_acrobata","BRA"
"Kerodon_rupestris","BRA"
"Komodomys_rintjanus","IDN"
"Kunsia_tomentosus","BOL, BRA"
"Lagidium_ahuacaense","ECU, PER"
"Lagidium_viscacia","ARG, BOL, CHL, PER"
"Lagidium_wolffsohni","ARG, CHL"
"Lagostomus_maximus","ARG, BOL, PRY, URY"
"Lagurus_lagurus","CHN, KAZ, KGZ, MNG, RUS, UKR"
"Lamottemys_okuensis","CMR"
"Laonastes_aenigmamus","LAO, VNM"
"Lariscus_hosei","BRN, IDN, MYS"
"Lariscus_insignis","BRN, IDN, MYS, THA"
"Lariscus_niobe","IDN"
"Lariscus_obscurus","IDN"
"Lasiopodomys_brandtii","CHN, MNG, RUS"
"Lasiopodomys_fuscus","CHN"
"Lasiopodomys_mandarinus","CHN, KOR, MNG, PRK, RUS"
"Leggadina_forresti","AUS"
"Leggadina_lakedownensis","AUS"
"Lemmiscus_curtatus","CAN, USA"
"Lemmus_amurensis","CHN, RUS"
"Lemmus_lemmus","FIN, NOR, RUS, SWE"
"Lemmus_portenkoi","RUS"
"Lemmus_sibiricus","RUS"
"Lemmus_trimucronatus","CAN, RUS, USA"
"Lemniscomys_barbarus","DZA, ESP, MAR, TUN"
"Lemniscomys_bellieri","BFA, CIV, GHA, GIN, MLI"
"Lemniscomys_griselda","AGO, COD, ZMB"
"Lemniscomys_hoogstraali","SSD"
"Lemniscomys_linulus","BFA, CIV, GIN, MLI, SEN"
"Lemniscomys_macculus","CAF, COD, ETH, KEN, RWA, SSD, TZA, UGA"
"Lemniscomys_mittendorfi","CMR"
"Lemniscomys_rosalia","AGO, BWA, KEN, MOZ, MWI, NAM, SWZ, TZA, ZAF, ZMB, ZWE"
"Lemniscomys_roseveari","ZMB"
"Lemniscomys_striatus","AGO, BDI, BEN, BFA, CAF, CIV, CMR, COD, COG, ETH, GHA, GIN, GNB, KEN, LBR, MLI, MWI, NGA, RWA, SLE, SSD, TCD, TGO, TZA, UGA, ZMB"
"Lemniscomys_zebra","BEN, BFA, CAF, CIV, CMR, COD, GHA, GIN, GMB, GNB, KEN, MLI, NER, NGA, SDN, SEN, SSD, TCD, TGO, TZA, UGA"
"Lenomys_meyeri","IDN"
"Lenothrix_canus","BRN, IDN, MYS, SGP, THA"
"Lenoxus_apicalis","BOL, PER"
"Leopoldamys_ciliatus","IDN, MYS"
"Leopoldamys_diwangkarai","IDN"
"Leopoldamys_edwardsi","BGD, BTN, CHN, IND, KHM, LAO, MMR, NPL, THA, TWN, VNM, Z07"
"Leopoldamys_milleti","VNM"
"Leopoldamys_neilli","LAO, MMR, THA, VNM"
"Leopoldamys_sabanus","BRN, CHN, IDN, IND, KHM, LAO, MMR, MYS, THA, VNM"
"Leopoldamys_siporanus","IDN"
"Leporillus_conditor","AUS"
"Leptomys_arfakensis","IDN"
"Leptomys_elegans","PNG"
"Leptomys_ernstmayri","PNG"
"Leptomys_paulus","PNG"
"Leptomys_signatus","PNG"
"Limnomys_bryophilus","PHL"
"Limnomys_sibuanus","PHL"
"Lonchothrix_emiliae","BRA"
"Lophiomys_imhausi","ERI, ETH, KEN, SDN, SOM, UGA"
"Lophuromys_brevicaudus","ETH"
"Lophuromys_chercherensis","ETH"
"Lophuromys_chrysopus","ETH"
"Lophuromys_cinereus","COD"
"Lophuromys_dieterleni","CMR"
"Lophuromys_eisentrauti","CMR"
"Lophuromys_flavopunctatus","AGO, BDI, COD, ETH, KEN, MOZ, MWI, RWA, SSD, TZA, UGA, ZMB"
"Lophuromys_huttereri","COD"
"Lophuromys_kilonzoi","TZA"
"Lophuromys_luteogaster","COD"
"Lophuromys_machangui","MOZ, MWI, TZA, ZMB"
"Lophuromys_makundii","TZA"
"Lophuromys_medicaudatus","BDI, COD, RWA, UGA"
"Lophuromys_melanonyx","ETH"
"Lophuromys_menageshae","ETH"
"Lophuromys_nudicaudus","CAF, CMR, COG, GAB, GNQ"
"Lophuromys_pseudosikapusi","ETH"
"Lophuromys_rahmi","BDI, COD, RWA, UGA"
"Lophuromys_roseveari","CMR"
"Lophuromys_sabunii","TZA"
"Lophuromys_sikapusi","AGO, BEN, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GNQ, KEN, LBR, NGA, RWA, SLE, SSD, TGO, TZA, UGA"
"Lophuromys_simensis","ETH"
"Lophuromys_stanleyi","COD, UGA"
"Lophuromys_woosnami","BDI, COD, RWA, UGA"
"Lorentzimys_nouhuysi","IDN, PNG"
"Loxodontomys_micropus","ARG, CHL"
"Loxodontomys_pikumche","ARG, CHL"
"Lundomys_molitor","ARG, BRA, URY"
"Macrotarsomys_bastardi","MDG"
"Macrotarsomys_ingens","MDG"
"Macrotarsomys_petteri","MDG"
"Macruromys_elegans","IDN"
"Macruromys_major","IDN, PNG"
"Madromys_blanfordi","BGD, IND, LKA"
"Makalata_didelphoides","BOL, BRA, COL, GUF, GUY, SUR, TTO, VEN"
"Makalata_macrura","BRA, COL, ECU, PER, VEN"
"Malacomys_cansdalei","CIV, GHA, LBR"
"Malacomys_edwardsi","BEN, CIV, GHA, GIN, LBR, NGA, SLE"
"Malacomys_longipes","AGO, BDI, CAF, CMR, COD, COG, GAB, GNQ, NGA, RWA, UGA"
"Malacothrix_typica","AGO, BWA, LSO, NAM, ZAF"
"Mallomys_aroaensis","PNG"
"Mallomys_gunung","IDN"
"Mallomys_istapantap","IDN, PNG"
"Mallomys_rothschildi","IDN, PNG"
"Mammelomys_lanosus","IDN, PNG"
"Mammelomys_rattoides","IDN, PNG"
"Margaretamys_beccarii","IDN"
"Margaretamys_christinae","IDN"
"Margaretamys_elegans","IDN"
"Margaretamys_parvus","IDN"
"Marmota_baibacina","CHN, KAZ, KGZ, MNG, RUS"
"Marmota_bobak","KAZ, RUS, UKR"
"Marmota_broweri","CAN, USA"
"Marmota_caligata","CAN, USA"
"Marmota_camtschatica","RUS"
"Marmota_caudata","AFG, CHN, KAZ, KGZ, PAK, TJK, UZB, Z01, Z06"
"Marmota_flaviventris","CAN, USA"
"Marmota_himalayana","AFG, BTN, CHN, IND, MMR, NPL, TJK, Z01, Z02, Z05, Z06, Z07"
"Marmota_marmota","AUT, CHE, DEU, FRA, ITA, LIE, POL, ROU, SVK, SVN, UKR"
"Marmota_menzbieri","KAZ, KGZ, UZB"
"Marmota_monax","CAN, USA"
"Marmota_olympus","USA"
"Marmota_sibirica","CHN, MNG, RUS"
"Marmota_vancouverensis","CAN"
"Massoutiera_mzabi","DZA, LBY, MLI, NER, TCD"
"Mastacomys_fuscus","AUS"
"Mastomys_awashensis","ETH"
"Mastomys_coucha","AGO, BWA, LSO, MOZ, NAM, SWZ, ZAF, ZWE"
"Mastomys_erythroleucus","BDI, BEN, BFA, CAF, CIV, CMR, COD, ETH, GHA, GIN, GMB, GNB, KEN, LBR, MAR, MLI, MRT, NER, NGA, RWA, SDN, SEN, SLE, SSD, TCD, TGO, TZA, UGA"
"Mastomys_huberti","BFA, GIN, GMB, GNB, MLI, MRT, NER, NGA, SEN"
"Mastomys_kollmannspergeri","CAF, CMR, ETH, NER, NGA, SDN, SSD, TCD"
"Mastomys_natalensis","AGO, BDI, BEN, BFA, BWA, CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GNB, GNQ, KEN, LBR, LSO, MLI, MOZ, MRT, MWI, NAM, NER, NGA, RWA, SDN, SEN, SLE, SOM, SSD, SWZ, TCD, TGO, TZA, UGA, ZAF, ZMB, ZWE"
"Mastomys_pernanus","KEN, RWA, TZA"
"Maxomys_alticola","MYS"
"Maxomys_baeodon","BRN, IDN, MYS"
"Maxomys_bartelsii","IDN"
"Maxomys_dollmani","IDN"
"Maxomys_hellwaldii","IDN"
"Maxomys_hylomyoides","IDN"
"Maxomys_inas","MYS"
"Maxomys_inflatus","IDN"
"Maxomys_moi","LAO, VNM"
"Maxomys_musschenbroekii","IDN"
"Maxomys_ochraceiventer","BRN, IDN, MYS"
"Maxomys_pagensis","IDN"
"Maxomys_panglima","PHL"
"Maxomys_rajah","BRN, IDN, MYS, SGP, THA"
"Maxomys_surifer","BRN, CHN, IDN, KHM, LAO, MMR, MYS, SGP, THA, VNM"
"Maxomys_tajuddinii","IDN, MYS"
"Maxomys_wattsi","IDN"
"Maxomys_whiteheadi","BRN, IDN, MYS, SGP, THA"
"Megadendromus_nikolausi","ETH"
"Megadontomys_cryophilus","MEX"
"Megadontomys_nelsoni","MEX"
"Megadontomys_thomasi","MEX"
"Melanomys_caliginosus","COL, CRI, ECU, HND, NIC, PAN, VEN"
"Melanomys_robustulus","ECU, PER"
"Melanomys_zunigae","PER"
"Melasmothrix_naso","IDN"
"Melomys_aerosus","IDN"
"Melomys_bannisteri","IDN"
"Melomys_bougainville","PNG, SLB"
"Melomys_burtoni","AUS, IDN, PNG"
"Melomys_capensis","AUS"
"Melomys_caurinus","IDN"
"Melomys_cervinipes","AUS"
"Melomys_cooperae","IDN"
"Melomys_dollmani","PNG"
"Melomys_fraterculus","IDN"
"Melomys_frigicola","IDN"
"Melomys_fulgens","IDN"
"Melomys_howi","IDN"
"Melomys_leucogaster","IDN, PNG"
"Melomys_lutillus","IDN, PNG"
"Melomys_matambuai","PNG"
"Melomys_obiensis","IDN"
"Melomys_paveli","IDN"
"Melomys_rufescens","IDN, PNG"
"Melomys_talaudium","IDN"
"Menetes_berdmorei","CHN, KHM, LAO, MMR, THA, VNM"
"Meriones_arimalius","ARE, OMN, SAU"
"Meriones_chengi","CHN"
"Meriones_crassus","AFG, ARE, BHR, DZA, EGY, ESH, IRN, IRQ, ISR, JOR, KWT, LBN, LBY, MAR, MLI, MRT, NER, OMN, PAK, PSE, QAT, SAU, SDN, SYR, TUN, TUR"
"Meriones_dahli","ARM, AZE, IRN, TUR"
"Meriones_grandis","DZA, ESP, MAR, TUN"
"Meriones_hurrianae","IND, IRN, PAK"
"Meriones_libycus","AFG, ARE, AZE, BHR, CHN, DZA, EGY, ESH, IRN, IRQ, ISR, JOR, KAZ, KGZ, KWT, LBY, MAR, MRT, OMN, PAK, PSE, QAT, SAU, SYR, TJK, TKM, TUN, TUR, UZB, XCA"
"Meriones_meridianus","AFG, CHN, IRN, KAZ, KGZ, MNG, RUS, TJK, TKM, UZB, XCA"
"Meriones_persicus","AFG, ARM, AZE, IRN, IRQ, KAZ, PAK, TKM, TUR, XCA"
"Meriones_rex","SAU, YEM"
"Meriones_sacramenti","EGY, ISR, PSE"
"Meriones_shawi","DZA, EGY, LBY, MAR, TUN"
"Meriones_tamariscinus","AFG, CHN, KAZ, KGZ, MNG, RUS, TJK, TKM, UZB, XCA"
"Meriones_tristrami","ARM, AZE, EGY, GEO, GRC, IRN, IRQ, ISR, JOR, LBN, PSE, SYR, TUR, XCA"
"Meriones_unguiculatus","CHN, MNG, RUS"
"Meriones_vinogradovi","ARM, AZE, IRN, IRQ, SYR, TUR"
"Meriones_zarudnyi","AFG, IRN, TJK, TKM"
"Mesembriomys_gouldii","AUS"
"Mesembriomys_macrurus","AUS"
"Mesocapromys_angelcabrerai","CUB"
"Mesocapromys_auritus","CUB"
"Mesocapromys_nanus","CUB"
"Mesocapromys_sanfelipensis","CUB"
"Mesocricetus_auratus","SYR, TUR"
"Mesocricetus_brandti","ARM, AZE, GEO, IRN, RUS, TUR"
"Mesocricetus_newtoni","BGR, ROU, UKR"
"Mesocricetus_raddei","AZE, GEO, RUS"
"Mesomys_hispidus","BOL, BRA, COL, ECU, GUF, GUY, PER, SUR, VEN"
"Mesomys_leniceps","ECU, PER"
"Mesomys_occultus","BRA"
"Mesomys_stimulax","BRA"
"Micaelamys_granti","ZAF"
"Micaelamys_namaquensis","AGO, BWA, LSO, MOZ, MWI, NAM, SWZ, ZAF, ZMB, ZWE"
"Microakodontomys_transitorius","BRA"
"Microcavia_australis","ARG, BOL, CHL"
"Microcavia_niata","BOL, CHL, PER"
"Microcavia_shiptoni","ARG"
"Microdillus_peeli","SOM"
"Microdipodops_megacephalus","USA"
"Microdipodops_pallidus","USA"
"Microhydromys_argenteus","PNG"
"Microhydromys_richardsoni","IDN, PNG"
"Micromys_minutus","ALB, AND, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CHN, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GEO, GRC, HRV, HUN, IND, ITA, JPN, KAZ, KOR, LAO, LIE, LTU, LUX, LVA, MDA, MKD, MMR, MNE, MNG, NLD, NOR, POL, PRK, ROU, RUS, SMR, SRB, SVK, SVN, SWE, THA, TUR, TWN, UKR, VAT, VNM, XCA, XKO, Z07"
"Microryzomys_altissimus","COL, ECU, PER"
"Microryzomys_minutus","BOL, COL, ECU, PER, VEN"
"Microsciurus_alfari","COL, CRI, NIC, PAN"
"Microsciurus_flaviventer","BOL, BRA, COL, ECU, PER"
"Microsciurus_mimulus","COL, ECU, PAN"
"Microsciurus_santanderensis","COL"
"Microtus_abbreviatus","USA"
"Microtus_agrestis","ALA, AND, AUT, BEL, BIH, BLR, CHE, CHN, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, HRV, HUN, IMN, ITA, KAZ, LIE, LTU, LUX, LVA, MDA, MNG, NLD, NOR, POL, PRT, ROU, RUS, SRB, SVK, SVN, SWE, UKR"
"Microtus_anatolicus","TUR"
"Microtus_arvalis","ALB, AND, ARM, AUT, AZE, BEL, BGR, BIH, BLR, CHE, CHN, CZE, DEU, DNK, ESP, EST, FIN, FRA, GEO, GRC, HRV, HUN, IRN, ITA, KAZ, LIE, LTU, LUX, LVA, MDA, MKD, MNE, MNG, NLD, POL, PRT, ROU, RUS, SRB, SVK, SVN, TUR, UKR, XCA, XKO"
"Microtus_bavaricus","AUT"
"Microtus_brachycercus","ITA"
"Microtus_breweri","USA"
"Microtus_cabrerae","ESP, PRT"
"Microtus_californicus","MEX, USA"
"Microtus_canicaudus","USA"
"Microtus_chrotorrhinus","CAN, USA"
"Microtus_clarkei","CHN, IND, MMR, Z07"
"Microtus_daghestanicus","ARM, AZE, GEO, RUS, TUR"
"Microtus_dogramacii","TUR"
"Microtus_duodecimcostatus","AND, ESP, FRA, GIB, MCO, PRT"
"Microtus_evoronensis","RUS"
"Microtus_felteni","ALB, GRC, MKD, MNE, SRB, XKO"
"Microtus_fortis","CHN, KOR, MNG, PRK, RUS"
"Microtus_gerbei","AND, ESP, FRA"
"Microtus_gregalis","CHN, KAZ, KGZ, MNG, RUS, UZB"
"Microtus_guatemalensis","GTM, MEX"
"Microtus_guentheri","BGR, GRC, ISR, JOR, LBN, LBY, MKD, PSE, SRB, SYR, TUR"
"Microtus_hyperboreus","RUS"
"Microtus_ilaeus","AFG, CHN, KAZ, KGZ, TJK, UZB"
"Microtus_irani","IRN"
"Microtus_kikuchii","TWN"
"Microtus_levis","ALB, ARM, AZE, BGR, BLR, EST, FIN, GRC, IRN, KAZ, LTU, LVA, MDA, MKD, ROU, RUS, SRB, TUR, UKR, XKO"
"Microtus_liechtensteini","AUT, BIH, HRV, ITA, MNE, SRB, SVN"
"Microtus_limnophilus","CHN, MNG"
"Microtus_longicaudus","CAN, USA"
"Microtus_lusitanicus","ESP, FRA, PRT"
"Microtus_majori","ARM, AZE, GEO, IRN, RUS, TUR"
"Microtus_maximowiczii","CHN, MNG, RUS"
"Microtus_mexicanus","MEX, USA"
"Microtus_middendorffii","RUS"
"Microtus_miurus","CAN, USA"
"Microtus_mongolicus","CHN, MNG, RUS"
"Microtus_montanus","CAN, USA"
"Microtus_montebelli","JPN"
"Microtus_mujanensis","RUS"
"Microtus_multiplex","AUT, CHE, FRA, ITA, MCO"
"Microtus_oaxacensis","MEX"
"Microtus_ochrogaster","CAN, USA"
"Microtus_oeconomus","AUT, BEL, BLR, CAN, CHN, DEU, EST, FIN, HRV, HUN, KAZ, LTU, LVA, MNG, NLD, NOR, POL, RUS, SVK, SWE, UKR, USA"
"Microtus_oregoni","CAN, USA"
"Microtus_paradoxus","IRN, TKM"
"Microtus_pennsylvanicus","CAN, MEX, USA"
"Microtus_pinetorum","CAN, USA"
"Microtus_qazvinensis","IRN, IRQ"
"Microtus_quasiater","MEX"
"Microtus_richardsoni","CAN, USA"
"Microtus_sachalinensis","RUS"
"Microtus_savii","CHE, FRA, ITA, SMR, VAT"
"Microtus_schelkovnikovi","AZE, IRN"
"Microtus_schidlovskii","ARM, GEO"
"Microtus_socialis","ARM, AZE, CHN, GEO, IRN, IRQ, KAZ, KGZ, LBN, RUS, SYR, TJK, TUR, UKR, UZB, XCA"
"Microtus_subterraneus","ALB, AUT, BEL, BGR, BIH, BLR, CHE, CZE, DEU, EST, FRA, GRC, HRV, HUN, ITA, LIE, LTU, LUX, MDA, MKD, MNE, NLD, POL, ROU, RUS, SRB, SVK, SVN, TUR, UKR, XKO"
"Microtus_tatricus","POL, ROU, SVK, UKR"
"Microtus_thomasi","ALB, BIH, GRC, HRV, MKD, MNE"
"Microtus_townsendii","CAN, USA"
"Microtus_transcaspicus","IRN, TKM"
"Microtus_umbrosus","MEX"
"Microtus_xanthognathus","CAN, USA"
"Millardia_gleadowi","IND, PAK"
"Millardia_kathleenae","MMR"
"Millardia_kondana","IND"
"Millardia_meltada","IND, LKA, NPL, PAK, Z01"
"Mindomys_hammondi","ECU"
"Mirzamys_louiseae","IDN, PNG"
"Mirzamys_norahae","PNG"
"Monticolomys_koopmani","MDG"
"Muriculus_imberbis","ETH"
"Mus_baoulei","CIV, GHA, GIN, TGO"
"Mus_booduga","BGD, IND, LKA, MMR, NPL, PAK, Z01, Z06"
"Mus_bufo","BDI, COD, RWA, TZA, UGA"
"Mus_callewaerti","COD"
"Mus_caroli","CHN, IDN, KHM, LAO, MMR, THA, TWN, VNM"
"Mus_cervicolor","BGD, CHN, IND, MMR, NPL, PAK, Z01"
"Mus_cookii","BGD, BTN, CHN, IND, LAO, MMR, NPL, THA, VNM, Z07"
"Mus_crociduroides","IDN"
"Mus_cypriacus","CYP, XAD, ZNC"
"Mus_famulus","IND"
"Mus_fernandoni","LKA"
"Mus_fragilicauda","LAO, THA"
"Mus_goundae","CAF"
"Mus_haussa","BEN, BFA, CMR, GHA, GIN, GMB, MLI, MRT, NER, NGA, SEN, TCD, TGO"
"Mus_indutus","AGO, BWA, NAM, ZAF, ZMB, ZWE"
"Mus_macedonicus","ALB, ARM, AZE, BGR, GEO, GRC, IRN, IRQ, ISR, JOR, LBN, MKD, PSE, SRB, SYR, TUR, XCA, XKO"
"Mus_mahomet","ERI, ETH"
"Mus_mattheyi","BFA, CIV, GHA, GIN, MLI, NER, NGA, SEN, TCD"
"Mus_mayori","LKA"
"Mus_minutoides","AGO, BDI, CAF, CMR, COD, COG, KEN, LSO, MOZ, MWI, NAM, RWA, SSD, SWZ, TZA, UGA, ZAF, ZMB, ZWE"
"Mus_musculoides","AGO, BEN, BFA, CAF, CIV, CMR, COD, COG, GAB, GHA, GIN, GMB, GNB, GNQ, LBR, MLI, NGA, SEN, SLE, TGO"
"Mus_neavei","MOZ, ZMB, ZWE"
"Mus_oubanguii","CAF, COD"
"Mus_pahari","BGD, BTN, CHN, IND, KHM, LAO, MMR, THA, VNM, Z07"
"Mus_phillipsi","IND"
"Mus_platythrix","IND"
"Mus_saxicola","IND, NPL, PAK"
"Mus_setulosus","CAF, CIV, CMR, COD, COG, ETH, GAB, GHA, GIN, GNQ, LBR, NGA, SLE, TGO"
"Mus_setzeri","AGO, BWA, NAM, ZMB"
"Mus_shortridgei","CHN, KHM, LAO, MMR, THA, VNM"
"Mus_sorella","COD, SSD"
"Mus_spicilegus","ALB, AUT, BGR, BIH, GRC, HRV, HUN, MDA, MNE, ROU, RUS, SRB, SVK, UKR"
"Mus_spretus","DZA, ESP, FRA, GIB, LBY, MAR, PRT, TUN"
"Mus_tenellus","ERI, ETH, KEN, SDN, SSD"
"Mus_terricolor","BGD, IND, NPL, PAK, Z01, Z06"
"Mus_triton","AGO, BDI, COD, KEN, MOZ, MWI, RWA, TZA, UGA, ZMB"
"Mus_vulcani","IDN"
"Muscardinus_avellanarius","ALB, AUT, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, EST, FRA, GBR, GRC, HRV, HUN, ITA, LIE, LTU, LUX, LVA, MCO, MDA, MKD, MNE, NLD, POL, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, VAT, XKO"
"Musseromys_anacuao","PHL"
"Musseromys_beneficus","PHL"
"Musseromys_gulantang","PHL"
"Musseromys_inopinatus","PHL"
"Mylomys_dybowskii","AGO, BDI, CAF, CIV, CMR, COD, COG, GHA, GIN, KEN, LBR, MWI, NGA, RWA, SSD, TZA, UGA, ZMB"
"Mylomys_rex","ETH"
"Myocastor_coypus","ARG, BOL, BRA, CHL, PRY, URY"
"Myodes_andersoni","JPN"
"Myodes_californicus","USA"
"Myodes_centralis","CHN, KAZ, KGZ"
"Myodes_gapperi","CAN, USA"
"Myodes_glareolus","ALA, ALB, AND, AUT, BEL, BGR, BIH, BLR, CHE, CZE, DEU, DNK, ESP, EST, FIN, FRA, GBR, GEO, GRC, HRV, HUN, IRL, ITA, KAZ, LIE, LTU, LUX, LVA, MDA, MKD, MNE, NLD, NOR, POL, ROU, RUS, SMR, SRB, SVK, SVN, SWE, TUR, UKR, VAT, XKO"
"Myodes_regulus","CHN, KOR, PRK"
"Myodes_rex","JPN, RUS"
"Myodes_rufocanus","CHN, FIN, JPN, KAZ, MNG, NOR, PRK, RUS, SWE"
"Myodes_rutilus","CAN, CHN, FIN, JPN, KAZ, MNG, NOR, PRK, RUS, SWE, USA"
"Myodes_shanseius","CHN"
"Myodes_smithii","JPN"
"Myomimus_personatus","AFG, IRN, TKM"
"Myomimus_roachi","BGR, GRC, TUR"
"Myomimus_setzeri","AZE, IRN, IRQ, TUR"
"Myomyscus_angolensis","AGO"
"Myomyscus_brockmani","CAF, COD, ETH, KEN, SDN, SOM, SSD, TCD, TZA, UGA"
"Myomyscus_verreauxii","ZAF"
"Myomyscus_yemeni","SAU, YEM"
"Myoprocta_acouchy","BRA, GUF, GUY, SUR"
"Myoprocta_pratti","BOL, BRA, COL, ECU, PER, VEN"
"Myopus_schisticolor","CHN, FIN, MNG, NOR, RUS, SWE"
"Myosciurus_pumilio","CMR, COG, GAB, GNQ"
"Myospalax_aspalax","CHN, MNG, RUS"
"Myospalax_myospalax","CHN, KAZ, RUS"
"Myospalax_psilurus","CHN, MNG, RUS"
"Mysateles_melanurus","CUB"
"Mysateles_prehensilis","CUB"
"Mystromys_albicaudatus","LSO, SWZ, ZAF"
"Nannosciurus_melanotis","BRN, IDN, MYS"
"Nannospalax_ehrenbergi","EGY, IRQ, ISR, JOR, LBN, LBY, PSE, SYR, TUR"
"Nannospalax_leucodon","ALB, BGR, BIH, GRC, HRV, HUN, MDA, MKD, MNE, ROU, SRB, SVK, TUR, UKR, XKO"
"Nannospalax_xanthodon","ARM, GEO, GRC, IRN, TUR"
"Napaeozapus_insignis","CAN, USA"
"Neacomys_dubosti","BRA, GUF, GUY, SUR"
"Neacomys_guianae","BRA, GUY, SUR, VEN"
"Neacomys_minutus","BRA, PER"
"Neacomys_musseri","BRA, PER"
"Neacomys_paracou","BRA, GUF, GUY, SUR, VEN"
"Neacomys_pictus","PAN"
"Neacomys_spinosus","BOL, BRA, COL, ECU, PER"
"Neacomys_tenuipes","COL, ECU, VEN"
"Necromys_amoenus","ARG, BOL, CHL, PER"
"Necromys_benefactus","ARG"
"Necromys_lactens","ARG, BOL"
"Necromys_lasiurus","ARG, BOL, BRA, PER, PRY"
"Necromys_lenguarum","BOL, PRY"
"Necromys_obscurus","ARG, URY"
"Necromys_temchuki","ARG, BRA, PRY"
"Necromys_urichi","BRA, COL, GUY, TTO, VEN"
"Nectomys_apicalis","BOL, BRA, COL, ECU, PER"
"Nectomys_grandis","COL"
"Nectomys_palmipes","BRA, GUY, TTO, VEN"
"Nectomys_rattus","BRA, COL, GUF, GUY, PER, SUR, VEN"
"Nectomys_squamipes","ARG, BRA, PRY"
"Nelsonia_goldmani","MEX"
"Nelsonia_neotomodon","MEX"
"Neodon_forresti","CHN, MMR, Z07"
"Neodon_irene","CHN, MMR"
"Neodon_juldaschi","AFG, CHN, KGZ, PAK, TJK, UZB"
"Neodon_linzhiensis","CHN"
"Neodon_sikimensis","BTN, CHN, IND, NPL, Z07"
"Neofiber_alleni","USA"
"Neomicroxus_bogotensis","COL, VEN"
"Neomicroxus_latebricola","COL, ECU"
"Neotamias_alpinus","USA"
"Neotamias_amoenus","CAN, USA"
"Neotamias_bulleri","MEX"
"Neotamias_canipes","USA"
"Neotamias_cinereicollis","USA"
"Neotamias_dorsalis","MEX, USA"
"Neotamias_durangae","MEX"
"Neotamias_merriami","MEX, USA"
"Neotamias_minimus","CAN, USA"
"Neotamias_obscurus","MEX, USA"
"Neotamias_ochrogenys","USA"
"Neotamias_palmeri","USA"
"Neotamias_panamintinus","USA"
"Neotamias_quadrimaculatus","USA"
"Neotamias_quadrivittatus","USA"
"Neotamias_ruficaudus","CAN, USA"
"Neotamias_rufus","USA"
"Neotamias_senex","USA"
"Neotamias_siskiyou","USA"
"Neotamias_sonomae","USA"
"Neotamias_speciosus","USA"
"Neotamias_townsendii","CAN, USA"
"Neotamias_umbrinus","USA"
"Neotoma_albigula","MEX, USA"
"Neotoma_angustapalata","MEX"
"Neotoma_bryanti","MEX, USA"
"Neotoma_chrysomelas","HND, NIC"
"Neotoma_cinerea","CAN, USA"
"Neotoma_devia","MEX, USA"
"Neotoma_floridana","USA"
"Neotoma_fuscipes","USA"
"Neotoma_goldmani","MEX"
"Neotoma_insularis","MEX"
"Neotoma_lepida","MEX, USA"
"Neotoma_leucodon","MEX, USA"
"Neotoma_macrotis","MEX, USA"
"Neotoma_magister","USA"
"Neotoma_mexicana","GTM, HND, MEX, SLV, USA"
"Neotoma_micropus","MEX, USA"
"Neotoma_nelsoni","MEX"
"Neotoma_palatina","MEX"
"Neotoma_phenax","MEX"
"Neotoma_stephensi","USA"
"Neotomodon_alstoni","MEX"
"Neotomys_ebriosus","ARG, BOL, CHL, PER"
"Nephelomys_albigularis","COL, ECU, PAN, PER, VEN"
"Nephelomys_auriventer","ECU"
"Nephelomys_caracolus","VEN"
"Nephelomys_devius","CRI, PAN"
"Nephelomys_keaysi","BOL, PER"
"Nephelomys_levipes","BOL, PER"
"Nephelomys_meridensis","VEN"
"Nesokia_bunnii","IRQ"
